id,code,name,province,altitude,latitude,longitude,synop_code,created_at,updated_at
829,9195C,ASTN- LA RACA,HUESCA,2276,424735N,003019W,08909,2025-05-05 18:26:09.124772,2025-05-05 18:26:09.124772
830,9198X,CANFRANC,HUESCA,1197,424458N,003058W,"",2025-05-05 18:26:09.126058,2025-05-05 18:26:09.126058
831,9201K,JACA,HUESCA,823,423444N,003249W,08091,2025-05-05 18:26:09.127594,2025-05-05 18:26:09.127594
832,9201X,JACA,HUESCA,832,423447N,003242W,08091,2025-05-05 18:26:09.128754,2025-05-05 18:26:09.128754
833,9207,"VALLE DE HECHO, HECHO",HUESCA,860,424426N,004502W,"",2025-05-05 18:26:09.130207,2025-05-05 18:26:09.130207
834,9208E,ARAGS DEL PUERTO,HUESCA,1025,424231N,004022W,08095,2025-05-05 18:26:09.131676,2025-05-05 18:26:09.131676
835,9211F,"BAILO, PUYALTO",HUESCA,722,423051N,004902W,"",2025-05-05 18:26:09.132727,2025-05-05 18:26:09.132727
836,9218A,ISABA/IZABA,NAVARRA,838,425145N,005529W,"",2025-05-05 18:26:09.133719,2025-05-05 18:26:09.133719
837,9228J,OROZ-BETELU/OROTZ-BETELU,NAVARRA,635,425346N,011801W,"",2025-05-05 18:26:09.134848,2025-05-05 18:26:09.134848
838,9228T,RONCESVALLES/ORREAGA,NAVARRA,947,430028N,011932W,"",2025-05-05 18:26:09.136497,2025-05-05 18:26:09.136497
839,9238X,NAVASCUS/NABASKOZE,NAVARRA,612,424303N,010702W,"",2025-05-05 18:26:09.138474,2025-05-05 18:26:09.138474
840,9244X,SOS DEL REY CATLICO,ZARAGOZA,626,422927N,011248W,08090,2025-05-05 18:26:09.139993,2025-05-05 18:26:09.139993
841,9245X,CSEDA,NAVARRA,440,423117N,012159W,"",2025-05-05 18:26:09.140869,2025-05-05 18:26:09.140869
842,9252X,OLITE/ERRIBERRI,NAVARRA,390,422921N,013920W,"",2025-05-05 18:26:09.141772,2025-05-05 18:26:09.141772
843,9257X,"ESTERIBAR, EMBALSE DE EUGI",NAVARRA,615,425814N,013101W,"",2025-05-05 18:26:09.142721,2025-05-05 18:26:09.142721
844,9262,PAMPLONA,NAVARRA,450,424904N,013818W,"",2025-05-05 18:26:09.143572,2025-05-05 18:26:09.143572
845,9262P,MONREAL/ELO,NAVARRA,585,424204N,012944W,"",2025-05-05 18:26:09.144487,2025-05-05 18:26:09.144487
846,9263D,"PAMPLONA, AEROPUERTO",NAVARRA,459,424637N,013900W,08085,2025-05-05 18:26:09.145366,2025-05-05 18:26:09.145366
847,9263X,"ARANGUREN, ILUNDAIN  ",NAVARRA,572,424634N,013157W,08089,2025-05-05 18:26:09.146365,2025-05-05 18:26:09.146365
848,9274X,IRURTZUN,NAVARRA,432,425508N,015006W,"",2025-05-05 18:26:09.147351,2025-05-05 18:26:09.147351
849,9280B,LARRAGA,NAVARRA,375,423258N,015127W,"",2025-05-05 18:26:09.148215,2025-05-05 18:26:09.148215
850,9283X,CADREITA,NAVARRA,268,421225N,014241W,08153,2025-05-05 18:26:09.149071,2025-05-05 18:26:09.149071
851,9287A,SAN PEDRO MANRIQUE,SORIA,1096,420135N,021351W,"",2025-05-05 18:26:09.149996,2025-05-05 18:26:09.149996
852,9293X,"ALFARO, LA PLANA",LA RIOJA,371,421034N,014438W,"",2025-05-05 18:26:09.150852,2025-05-05 18:26:09.150852
853,9294E,"BARDENAS REALES, BASE AREA",NAVARRA,295,421155N,012831W,08087,2025-05-05 18:26:09.151677,2025-05-05 18:26:09.151677
854,9299X,TARAZONA,ZARAGOZA,475,415454N,014324W,"",2025-05-05 18:26:09.152502,2025-05-05 18:26:09.152502
855,9301X,MONTEAGUDO,NAVARRA,410,415732N,014126W,"",2025-05-05 18:26:09.153332,2025-05-05 18:26:09.153332
856,9302Y,TUDELA,NAVARRA,297,420320N,013634W,"",2025-05-05 18:26:09.154203,2025-05-05 18:26:09.154203
857,9321X,EJEA DE LOS CABALLEROS,ZARAGOZA,321,420716N,010823W,"",2025-05-05 18:26:09.155465,2025-05-05 18:26:09.155465
858,9336D,CASTEJON DE VALDEJASA,ZARAGOZA,543,415903N,005945W,"",2025-05-05 18:26:09.156348,2025-05-05 18:26:09.156348
859,9344C,ARCOS DE JALN,SORIA,863,411259N,021735W,"",2025-05-05 18:26:09.157339,2025-05-05 18:26:09.157339
860,9352A,ALMAZUL,SORIA,1000,413429N,020825W,"",2025-05-05 18:26:09.158705,2025-05-05 18:26:09.158705
861,9354X,ALHAMA DE ARAGON,ZARAGOZA,703,411735N,015343W,"",2025-05-05 18:26:09.160002,2025-05-05 18:26:09.160002
862,9374X,SANTA EULALIA DEL CAMPO,TERUEL,1000,403400N,011915W,"",2025-05-05 18:26:09.161339,2025-05-05 18:26:09.161339
863,9377Y,EL PEDREGAL,GUADALAJARA,1185,404643N,013406W,"",2025-05-05 18:26:09.162673,2025-05-05 18:26:09.162673
864,9381,"CALAMOCHA, AERDROMO",TERUEL,932,405154N,011818W,"",2025-05-05 18:26:09.163986,2025-05-05 18:26:09.163986
865,9381I,CALAMOCHA,TERUEL,884,405534N,011736W,08233,2025-05-05 18:26:09.164937,2025-05-05 18:26:09.164937
866,9390,DAROCA,ZARAGOZA,774,410652N,012436W,08157,2025-05-05 18:26:09.166431,2025-05-05 18:26:09.166431
867,9394X,CALATAYUD,ZARAGOZA,582,411952N,013843W,08156,2025-05-05 18:26:09.167632,2025-05-05 18:26:09.167632
868,9427X,LA ALMUNIA DE DOA GODINA,ZARAGOZA,370,412852N,012251W,"",2025-05-05 18:26:09.168829,2025-05-05 18:26:09.168829
869,9434,"ZARAGOZA, AEROPUERTO",ZARAGOZA,249,413938N,010015W,08160,2025-05-05 18:26:09.170174,2025-05-05 18:26:09.170174
870,9434P,"ZARAGOZA, VALDESPARTERA",ZARAGOZA,258,413716N,005605W,08159,2025-05-05 18:26:09.171326,2025-05-05 18:26:09.171326
871,9436X,FONFRA,TERUEL,1255,405943N,010515W,"",2025-05-05 18:26:09.172635,2025-05-05 18:26:09.172635
872,9445L,"FORMIGAL, SARRIOS",HUESCA,1800,424545N,002334W,08096,2025-05-05 18:26:09.173763,2025-05-05 18:26:09.173763
873,9451F,"PANTICOSA, PETROSOS",HUESCA,1850,424216N,001631W,08915,2025-05-05 18:26:09.174711,2025-05-05 18:26:09.174711
874,9453X,"BIESCAS, EMBALSE DE BBAL",HUESCA,1100,424157N,001908W,"",2025-05-05 18:26:09.175632,2025-05-05 18:26:09.175632
875,9460X,SABINIGO,HUESCA,775,423046N,002120W,"",2025-05-05 18:26:09.176528,2025-05-05 18:26:09.176528
876,9491X,ALMUDVAR,HUESCA,390,420146N,003509W,"",2025-05-05 18:26:09.177668,2025-05-05 18:26:09.177668
878,9501X,VALMADRID ,ZARAGOZA,535,412635N,005309W,"",2025-05-05 18:26:09.180470,2025-05-05 18:26:09.180470
879,9510X,QUINTO,ZARAGOZA,205,412545N,003014W,"",2025-05-05 18:26:09.181919,2025-05-05 18:26:09.181919
880,9513X,MUNIESA,TERUEL,800,410152N,004820W,"",2025-05-05 18:26:09.183279,2025-05-05 18:26:09.183279
881,9531Y,MONTALBN,TERUEL,895,404943N,004734W,"",2025-05-05 18:26:09.184326,2025-05-05 18:26:09.184326
882,9546B,HIJAR,TERUEL,305,411019N,002631W,"",2025-05-05 18:26:09.185546,2025-05-05 18:26:09.185546
883,9550C,"ANDORRA, HORCALLANA",TERUEL,762,405828N,002428W,"",2025-05-05 18:26:09.186602,2025-05-05 18:26:09.186602
884,9561X,CASTELLOTE,TERUEL,755,404754N,001855W,"",2025-05-05 18:26:09.187740,2025-05-05 18:26:09.187740
885,9562X,MORELLA,CASTELLON,990,403718N,000607W,"",2025-05-05 18:26:09.188956,2025-05-05 18:26:09.188956
886,9563X,CASTELLFORT,CASTELLON,1220,402955N,001112W,08237,2025-05-05 18:26:09.190013,2025-05-05 18:26:09.190013
887,9569A,CALANDA,TERUEL,466,405648N,001416W,08166,2025-05-05 18:26:09.190963,2025-05-05 18:26:09.190963
888,9573X,ALCAIZ,TERUEL,334,410329N,000830W,08164,2025-05-05 18:26:09.191939,2025-05-05 18:26:09.191939
889,9574B,"CASPE, PLANA DEL PILN",ZARAGOZA,215,411433N,000407W,08165,2025-05-05 18:26:09.193067,2025-05-05 18:26:09.193067
890,9576C,BUJARALOZ,ZARAGOZA,357,413119N,001027W,08165,2025-05-05 18:26:09.194345,2025-05-05 18:26:09.194345
891,9585,LA MOLINA,GIRONA,1699,421957N,015622E,08117,2025-05-05 18:26:09.195625,2025-05-05 18:26:09.195625
892,9590,MARTINET  ,LLEIDA,1038,422144N,014136E,"",2025-05-05 18:26:09.197103,2025-05-05 18:26:09.197103
893,9590D,CAP DE REC,LLEIDA,1940,422549N,014003E,08940,2025-05-05 18:26:09.198612,2025-05-05 18:26:09.198612
894,9619,LA SEU D'URGELL,LLEIDA,677,422117N,012746E,08115,2025-05-05 18:26:09.199748,2025-05-05 18:26:09.199748
895,9632X,TUIXENT,LLEIDA,1196,421349N,013410E,"",2025-05-05 18:26:09.201069,2025-05-05 18:26:09.201069
896,9638D,COLL DE NARG,LLEIDA,609,420916N,011843E,"",2025-05-05 18:26:09.202388,2025-05-05 18:26:09.202388
897,9647X,TOR,LLEIDA,435,414821N,012344E,"",2025-05-05 18:26:09.203684,2025-05-05 18:26:09.203684
898,9650X,ARTESA DE SEGRE,LLEIDA,400,415253N,010631E,"",2025-05-05 18:26:09.205003,2025-05-05 18:26:09.205003
899,9657X,ESTERRI D'NEU,LLEIDA,952,423730N,010734E,"",2025-05-05 18:26:09.206235,2025-05-05 18:26:09.206235
900,9660,SANT MAURICI (LLAC),LLEIDA,1907,423451N,010027E,"",2025-05-05 18:26:09.207336,2025-05-05 18:26:09.207336
901,9677,PORT AIN,LLEIDA,2410,422436N,011253E,08938,2025-05-05 18:26:09.208606,2025-05-05 18:26:09.208606
902,9689X,TORRE DE CABDELLA ,LLEIDA,1273,422759N,005927E,"",2025-05-05 18:26:09.209667,2025-05-05 18:26:09.209667
903,9698U,TALARN,LLEIDA,807,421217N,005153E,08112,2025-05-05 18:26:09.210721,2025-05-05 18:26:09.210721
904,9707,LLIMIANA,LLEIDA,515,420401N,005426E,"",2025-05-05 18:26:09.211832,2025-05-05 18:26:09.211832
905,9718X,TORDERA - GRANYANELLA,LLEIDA,463,414052N,011323E,"",2025-05-05 18:26:09.212986,2025-05-05 18:26:09.212986
906,9720X,TRREGA,LLEIDA,388,413902N,010858E,08173,2025-05-05 18:26:09.214366,2025-05-05 18:26:09.214366
907,9724X,OS DE BALAGUER,LLEIDA,520,415224N,004522E,"",2025-05-05 18:26:09.215749,2025-05-05 18:26:09.215749
908,9726E,LLORAC,TARRAGONA,657,413326N,011834E,"",2025-05-05 18:26:09.217061,2025-05-05 18:26:09.217061
909,9729X,MOLLERUSSA,LLEIDA,252,413701N,005160E,"",2025-05-05 18:26:09.218373,2025-05-05 18:26:09.218373
910,9744B,VALL DE BO,LLEIDA,1089,423012N,004756E,"",2025-05-05 18:26:09.219867,2025-05-05 18:26:09.219867
911,9751,SOPEIRA,HUESCA,760,421907N,004449E,"",2025-05-05 18:26:09.221117,2025-05-05 18:26:09.221117
912,9756X,BENABARRE,HUESCA,765,420645N,002848E,"",2025-05-05 18:26:09.222373,2025-05-05 18:26:09.222373
913,9771,"LLEIDA, OBSERVATORIO",LLEIDA,199,413702N,003716E,"",2025-05-05 18:26:09.223407,2025-05-05 18:26:09.223407
914,9771C,LLEIDA,LLEIDA,186,413734N,003553E,08171,2025-05-05 18:26:09.224420,2025-05-05 18:26:09.224420
915,9772X,LA POBLA DE CRVOLES,LLEIDA,673,412158N,005449E,"",2025-05-05 18:26:09.225737,2025-05-05 18:26:09.225737
916,9775X,EL SOLERS,LLEIDA,392,412449N,004042E,"",2025-05-05 18:26:09.227074,2025-05-05 18:26:09.227074
917,9776D,ELS TORMS,LLEIDA,488,412336N,004403E,"",2025-05-05 18:26:09.228380,2025-05-05 18:26:09.228380
918,9784P,BIELSA,HUESCA,992,423748N,001329E,08103,2025-05-05 18:26:09.229693,2025-05-05 18:26:09.229693
919,9808X,"ANSA-SOBRARBE, LA SERRETA",HUESCA,610,422518N,000817E,"",2025-05-05 18:26:09.231161,2025-05-05 18:26:09.231161
920,9812M,"PARADOR DE ORDESA, PARQUE NACIONAL ORDESA Y MONTEPERDIDO",HUESCA,1206,423919N,000557W,"",2025-05-05 18:26:09.232546,2025-05-05 18:26:09.232546
921,9814A,TORLA,HUESCA,1020,423736N,000642W,08101,2025-05-05 18:26:09.233753,2025-05-05 18:26:09.233753
922,9814I,"TORLA-ORDESA, EL CEBOLLAR",HUESCA,1905,423922N,000728W,08919,2025-05-05 18:26:09.234762,2025-05-05 18:26:09.234762
923,9814X,TORLA - ORDESA,HUESCA,1076,423815N,000643W,"",2025-05-05 18:26:09.235743,2025-05-05 18:26:09.235743
924,9838B,BENASQUE,HUESCA,1120,423558N,003114E,"",2025-05-05 18:26:09.236992,2025-05-05 18:26:09.236992
925,9839V,"CERLER, COGULLA",HUESCA,2374,423318N,003235E,08923,2025-05-05 18:26:09.238176,2025-05-05 18:26:09.238176
926,9843A,SEIRA,HUESCA,825,422837N,002603E,"",2025-05-05 18:26:09.239286,2025-05-05 18:26:09.239286
927,9855E,"CAPELLA, LAGUARRES",HUESCA,600,421205N,002758E,"",2025-05-05 18:26:09.240437,2025-05-05 18:26:09.240437
928,9866C,BARBASTRO,HUESCA,305,420117N,000826E,"",2025-05-05 18:26:09.241741,2025-05-05 18:26:09.241741
929,9894Y,SARIENA,HUESCA,300,414757N,000939W,"",2025-05-05 18:26:09.243050,2025-05-05 18:26:09.243050
930,9898,"HUESCA, AEROPUERTO",HUESCA,546,420504N,001932W,08094,2025-05-05 18:26:09.244343,2025-05-05 18:26:09.244343
931,9901X,HUESCA,HUESCA,463,420820N,002342W,"",2025-05-05 18:26:09.245668,2025-05-05 18:26:09.245668
932,9908X,LANAJA,HUESCA,380,414626N,001959W,"",2025-05-05 18:26:09.247246,2025-05-05 18:26:09.247246
933,9911X,BALLOBAR,HUESCA,178,413710N,001116E,"",2025-05-05 18:26:09.249003,2025-05-05 18:26:09.249003
934,9918Y,"TAMARITE DE LITERA, LA MELUSA",HUESCA,218,414651N,002237E,"",2025-05-05 18:26:09.250377,2025-05-05 18:26:09.250377
935,9924X,FRAGA,HUESCA,170,413129N,002120E,"",2025-05-05 18:26:09.251690,2025-05-05 18:26:09.251690
936,9935X,VALDERROBRES,TERUEL,483,405224N,000847E,"",2025-05-05 18:26:09.252957,2025-05-05 18:26:09.252957
937,9946X,HORTA DE SANT JOAN,TARRAGONA,495,405711N,001842E,"",2025-05-05 18:26:09.254081,2025-05-05 18:26:09.254081
938,9947X,LA POBLA DE MASSALUCA,TARRAGONA,370,411038N,002112E,"",2025-05-05 18:26:09.256568,2025-05-05 18:26:09.256568
939,9961X,CABACS,TARRAGONA,363,411458N,004407E,"",2025-05-05 18:26:09.258708,2025-05-05 18:26:09.258708
940,9975X,RASQUERA,TARRAGONA,112,410018N,003649E,"",2025-05-05 18:26:09.262116,2025-05-05 18:26:09.262116
941,9981A,ESTACIN DE TORTOSA (ROQUETES),TARRAGONA,50,404913N,002936E,08238,2025-05-05 18:26:09.263346,2025-05-05 18:26:09.263346
942,9987P,SANT JAUME D'ENVEJA,TARRAGONA,1,404157N,004836E,08240,2025-05-05 18:26:09.264390,2025-05-05 18:26:09.264390
943,9988B,CAP DE VAQUIRA,LLEIDA,2467,424131N,005826E,08936,2025-05-05 18:26:09.265469,2025-05-05 18:26:09.265469
944,9990X,"NAUT ARAN, ARTIES ",LLEIDA,1161,424201N,005237E,08107,2025-05-05 18:26:09.266516,2025-05-05 18:26:09.266516
945,9994X,BOSSST,LLEIDA,722,424634N,004123E,"",2025-05-05 18:26:09.267979,2025-05-05 18:26:09.267979
946,9995Y,VALCARLOS/LUZAIDE,NAVARRA,334,430528N,011803W,"",2025-05-05 18:26:09.269508,2025-05-05 18:26:09.269508
947,9998X,BELLO,TERUEL,1006,405517N,012940W,"",2025-05-05 18:26:09.271806,2025-05-05 18:26:09.271806
2,B051A,"SLLER, PUERTO",BALEARES,5,394744N,024129E,08316,2025-05-05 18:26:08.140289,2025-05-05 18:26:08.140289
42,B954,"IBIZA, AEROPUERTO",BALEARES,6,385235N,012304E,08373,2025-05-05 18:26:08.189910,2025-05-05 18:26:08.189910
30,B684A,"ESCORCA, SON TORRELLA",BALEARES,842,394734N,024716E,"",2025-05-05 18:26:08.177012,2025-05-05 18:26:08.177012
1,B013X,"ESCORCA, LLUC",BALEARES,490,394924N,025309E,08304,2025-05-05 18:20:16.495518,2025-05-05 18:20:16.495518
6,B228,"PALMA, PUERTO",BALEARES,3,393315N,023731E,08301,2025-05-05 18:26:08.148362,2025-05-05 18:26:08.148362
8,B248,"SIERRA DE ALFABIA, BUNYOLA",BALEARES,1030,394406N,024247E,08303,2025-05-05 18:26:08.150615,2025-05-05 18:26:08.150615
11,B301,"LLUCMAJOR, CAP BLANC",BALEARES,113,392247N,024706E,08308,2025-05-05 18:26:08.154615,2025-05-05 18:26:08.154615
18,B410B,SANTANY,BALEARES,45,392024N,030845E,"",2025-05-05 18:26:08.163308,2025-05-05 18:26:08.163308
19,B434X,PORTOCOLOM  ,BALEARES,17,392452N,031618E,08309,2025-05-05 18:26:08.164704,2025-05-05 18:26:08.164704
33,B760X,POLLENA,BALEARES,45,395237N,030127E,"",2025-05-05 18:26:08.180022,2025-05-05 18:26:08.180022
44,B986,FORMENTERA,BALEARES,24,384137N,012749E,"",2025-05-05 18:26:08.191764,2025-05-05 18:26:08.191764
26,B640X,PETRA,BALEARES,95,393659N,030716E,"",2025-05-05 18:26:08.173293,2025-05-05 18:26:08.173293
5,B158X,"CALVI, ES CAPDELL",BALEARES,50,393305N,022759E,"",2025-05-05 18:26:08.146831,2025-05-05 18:26:08.146831
22,B569X,CAPDEPERA,BALEARES,57,394300N,032841E,08311,2025-05-05 18:26:08.168597,2025-05-05 18:26:08.168597
15,B362X,"CAMPOS, CAN SION",BALEARES,40,392421N,030351E,"",2025-05-05 18:26:08.159535,2025-05-05 18:26:08.159535
3,B087X,BANYALBUFAR,BALEARES,60,394121N,023046E,"",2025-05-05 18:26:08.143742,2025-05-05 18:26:08.143742
14,B346X,PORRERES,BALEARES,120,393118N,030109E,08310,2025-05-05 18:26:08.158285,2025-05-05 18:26:08.158285
13,B341X,PORRERES,BALEARES,149,393022N,030020E,"",2025-05-05 18:26:08.157061,2025-05-05 18:26:08.157061
23,B603X,ART-COLNIA DE SANT PERE,BALEARES,99,394323N,031643E,"",2025-05-05 18:26:08.169631,2025-05-05 18:26:08.169631
21,B526X,ART,BALEARES,110,394119N,032104E,"",2025-05-05 18:26:08.167356,2025-05-05 18:26:08.167356
37,B860X,CIUTADELLA,BALEARES,20,395934N,035114E,"",2025-05-05 18:26:08.184679,2025-05-05 18:26:08.184679
36,B825B,ES MERCADAL,BALEARES,80,395926N,040511E,"",2025-05-05 18:26:08.183581,2025-05-05 18:26:08.183581
40,B908X,SANT JOAN DE LABRITJA,BALEARES,110,390322N,012933E,"",2025-05-05 18:26:08.187919,2025-05-05 18:26:08.187919
41,B925,SANT ANTONI DE PORTMANY,BALEARES,32,385747N,011917E,"",2025-05-05 18:26:08.189012,2025-05-05 18:26:08.189012
43,B957,EIVISSA,BALEARES,3,385522N,012629E,"",2025-05-05 18:26:08.190851,2025-05-05 18:26:08.190851
12,B334X,LLUCMAJOR,BALEARES,140,392944N,025330E,"",2025-05-05 18:26:08.155977,2025-05-05 18:26:08.155977
20,B496X,SON SERVERA,BALEARES,25,393749N,032301E,"",2025-05-05 18:26:08.166034,2025-05-05 18:26:08.166034
35,B800X,"LA MOLA, MA",BALEARES,78,395234N,041926E,"",2025-05-05 18:26:08.182453,2025-05-05 18:26:08.182453
29,B662X,BINISSALEM,BALEARES,105,394041N,025226E,"",2025-05-05 18:26:08.176123,2025-05-05 18:26:08.176123
24,B605X,"MURO, S'ALBUFERA",BALEARES,2,394748N,030617E,"",2025-05-05 18:26:08.170876,2025-05-05 18:26:08.170876
28,B656A,SANTA MARA DEL CAM,BALEARES,121,393909N,024801E,"",2025-05-05 18:26:08.175180,2025-05-05 18:26:08.175180
16,B373X,"CAMPOS, SALINES LLEVANT",BALEARES,3,392104N,030043E,"",2025-05-05 18:26:08.160859,2025-05-05 18:26:08.160859
38,B870C,"CIUTADELLA, CALA GALDANA",BALEARES,43,395641N,035724E,"",2025-05-05 18:26:08.185792,2025-05-05 18:26:08.185792
7,B236C,"PALMA, UNIVERSITAT",BALEARES,95,393832N,023838E,"",2025-05-05 18:26:08.149489,2025-05-05 18:26:08.149489
34,B780X,PORT DE POLLENA,BALEARES,2,395434N,030601E,"",2025-05-05 18:26:08.181293,2025-05-05 18:26:08.181293
4,B103B,ANDRATX - SANT ELM,BALEARES,52,393446N,022208E,"",2025-05-05 18:26:08.145222,2025-05-05 18:26:08.145222
17,B398A,"CABRERA, PARQUE NACIONAL DE CABRERA",BALEARES,165,390808N,025612E,"",2025-05-05 18:26:08.162086,2025-05-05 18:26:08.162086
25,B614E,MANACOR,BALEARES,100,393325N,031304E,"",2025-05-05 18:26:08.172354,2025-05-05 18:26:08.172354
27,B644B,SINEU,BALEARES,120,393836N,030008E,"",2025-05-05 18:26:08.174222,2025-05-05 18:26:08.174222
85,C429I,TENERIFE SUR AEROPUERTO,STA. CRUZ DE TENERIFE,64,280249N,163340W,60025,2025-05-05 18:26:08.232210,2025-05-05 18:26:08.232210
147,C929I,HIERRO AEROPUERTO,STA. CRUZ DE TENERIFE,32,274908N,175320W,60001,2025-05-05 18:26:08.300127,2025-05-05 18:26:08.300127
91,C439J,GMAR,STA. CRUZ DE TENERIFE,115,281906N,162256W,60018,2025-05-05 18:26:08.238975,2025-05-05 18:26:08.238975
86,C430E,IZAA,STA. CRUZ DE TENERIFE,2369,281830N,162959W,60010,2025-05-05 18:26:08.233360,2025-05-05 18:26:08.233360
76,C419L,LOMO DEL BALO,STA. CRUZ DE TENERIFE,403,281225N,164731W,60024,2025-05-05 18:26:08.223087,2025-05-05 18:26:08.223087
93,C447A,TENERIFE NORTE AEROPUERTO,STA. CRUZ DE TENERIFE,632,282839N,161946W,60015,2025-05-05 18:26:08.240880,2025-05-05 18:26:08.240880
95,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,282748N,161519W,60020,2025-05-05 18:26:08.243091,2025-05-05 18:26:08.243091
