id,code,name,province,altitude,latitude,longitude,synop_code,created_at,updated_at
421,2847X,PEDROSILLO DE LOS AIRES   ,SALAMANCA,865,404032N,053836W,"",2025-05-05 18:26:08.645768,2025-05-05 18:26:08.645768
422,2863C,PEDRAZA DE ALBA  ,SALAMANCA,897,404356N,052158W,"",2025-05-05 18:26:08.647095,2025-05-05 18:26:08.647095
423,2867,SALAMANCA AEROPUERTO,SALAMANCA,790,405734N,052954W,08202,2025-05-05 18:26:08.648284,2025-05-05 18:26:08.648284
424,2870,SALAMANCA,SALAMANCA,775,405727N,053944W,08201,2025-05-05 18:26:08.649473,2025-05-05 18:26:08.649473
425,2873X,BARBADILLO,SALAMANCA,817,405413N,054647W,"",2025-05-05 18:26:08.650617,2025-05-05 18:26:08.650617
426,2882D,PEAUSENDE,ZAMORA,1003,411420N,055351W,08135,2025-05-05 18:26:08.651583,2025-05-05 18:26:08.651583
427,2885K,FRESNO DE SAYAGO,ZAMORA,804,411816N,060120W,"",2025-05-05 18:26:08.652777,2025-05-05 18:26:08.652777
428,2891A,VILLARINO DE LOS AIRES,SALAMANCA,690,411546N,062744W,"",2025-05-05 18:26:08.654101,2025-05-05 18:26:08.654101
429,2914C,BOADILLA FUENTE SAN ESTEBAN,SALAMANCA,785,404710N,061210W,"",2025-05-05 18:26:08.655492,2025-05-05 18:26:08.655492
430,2916A,VITIGUDINO,SALAMANCA,769,410041N,062616W,08129,2025-05-05 18:26:08.656420,2025-05-05 18:26:08.656420
431,2918Y,EL MALLO,SALAMANCA,1027,403410N,061325W,"",2025-05-05 18:26:08.657322,2025-05-05 18:26:08.657322
432,2926B,BAOBREZ,SALAMANCA,748,405105N,063632W,"",2025-05-05 18:26:08.658222,2025-05-05 18:26:08.658222
433,2930Y,NAVASFRAS,SALAMANCA,880,401748N,064846W,"",2025-05-05 18:26:08.659115,2025-05-05 18:26:08.659115
434,2945A,EL BODN BASE AREA,SALAMANCA,805,402906N,063437W,"",2025-05-05 18:26:08.660290,2025-05-05 18:26:08.660290
435,2946X,SAELICES EL CHICO,SALAMANCA,680,403806N,063600W,08195,2025-05-05 18:26:08.661452,2025-05-05 18:26:08.661452
436,2966D,ALCAICES  ,ZAMORA,840,414100N,061805W,"",2025-05-05 18:26:08.662634,2025-05-05 18:26:08.662634
437,2969U,A GUDIA,OURENSE,910,420138N,071059W,"",2025-05-05 18:26:08.663954,2025-05-05 18:26:08.663954
438,2978X,VERN,OURENSE,380,415536N,072519W,"",2025-05-05 18:26:08.665182,2025-05-05 18:26:08.665182
439,3013,MOLINA DE ARAGN,GUADALAJARA,1062,405030N,015244W,08232,2025-05-05 18:26:08.666357,2025-05-05 18:26:08.666357
440,3021Y,ZAOREJAS,GUADALAJARA,1250,404530N,021159W,"",2025-05-05 18:26:08.667532,2025-05-05 18:26:08.667532
441,3040Y,BETETA,CUENCA,1214,403418N,020435W,"",2025-05-05 18:26:08.668702,2025-05-05 18:26:08.668702
442,3044X,CAIZARES,CUENCA,928,403149N,020900W,08230,2025-05-05 18:26:08.669742,2025-05-05 18:26:08.669742
443,3085Y,PASTRANA,GUADALAJARA,920,402428N,025711W,"",2025-05-05 18:26:08.670766,2025-05-05 18:26:08.670766
444,3094B,TARANCN,CUENCA,819,400043N,030117W,08277,2025-05-05 18:26:08.671711,2025-05-05 18:26:08.671711
445,3099Y,OCAA,TOLEDO,733,395607N,032946W,"",2025-05-05 18:26:08.673011,2025-05-05 18:26:08.673011
446,3100B,ARANJUEZ,MADRID,540,400402N,033246W,08229,2025-05-05 18:26:08.674246,2025-05-05 18:26:08.674246
447,3103,PANTANO EL VADO,GUADALAJARA,910,410013N,031807W,"",2025-05-05 18:26:08.675252,2025-05-05 18:26:08.675252
448,3104Y,RASCAFRA,MADRID,1159,405323N,035318W,"",2025-05-05 18:26:08.676188,2025-05-05 18:26:08.676188
449,3110C,BUITRAGO DEL LOZOYA,MADRID,1030,410025N,033650W,08146,2025-05-05 18:26:08.677113,2025-05-05 18:26:08.677113
450,3111D,SOMOSIERRA,MADRID,1450,410808N,033450W,08145,2025-05-05 18:26:08.678017,2025-05-05 18:26:08.678017
451,3125Y,SAN SEBASTIN DE LOS REYES,MADRID,672,403260N,033700W,"",2025-05-05 18:26:08.679061,2025-05-05 18:26:08.679061
452,3126Y,"MADRID, EL GOLOSO",MADRID,740,403341N,034243W,"",2025-05-05 18:26:08.680218,2025-05-05 18:26:08.680218
453,3129,MADRID AEROPUERTO,MADRID,609,402800N,033320W,08221,2025-05-05 18:26:08.681415,2025-05-05 18:26:08.681415
454,3130C,SIGENZA,GUADALAJARA,1005,410511N,023705W,08150,2025-05-05 18:26:08.682603,2025-05-05 18:26:08.682603
455,3140Y,MANDAYONA,GUADALAJARA,990,405906N,024536W,"",2025-05-05 18:26:08.683776,2025-05-05 18:26:08.683776
456,3168A,"GUADALAJARA, INSTITUTO",GUADALAJARA,685,403805N,031000W,"",2025-05-05 18:26:08.684941,2025-05-05 18:26:08.684941
457,3168C,"GUADALAJARA, EL SERRANILLO",GUADALAJARA,639,403933N,031024W,08226,2025-05-05 18:26:08.686118,2025-05-05 18:26:08.686118
458,3168D,GUADALAJARA,GUADALAJARA,727,403749N,030901W,08226,2025-05-05 18:26:08.687331,2025-05-05 18:26:08.687331
459,3170Y,ALCALA DE HENARES,MADRID,605,403142N,031723W,"",2025-05-05 18:26:08.688381,2025-05-05 18:26:08.688381
460,3175,TORREJN DE ARDOZ,MADRID,607,402919N,032637W,08227,2025-05-05 18:26:08.689495,2025-05-05 18:26:08.689495
461,3182Y,ARGANDA DEL REY,MADRID,533,401842N,032952W,"",2025-05-05 18:26:08.690422,2025-05-05 18:26:08.690422
462,3191E,COLMENAR VIEJO,MADRID,1004,404146N,034554W,08219,2025-05-05 18:26:08.691351,2025-05-05 18:26:08.691351
463,3194U,"MADRID, CIUDAD UNIVERSITARIA",MADRID,664,402706N,034327W,08220,2025-05-05 18:26:08.692522,2025-05-05 18:26:08.692522
464,3194Y,POZUELO DE ALARCN,MADRID,665,402654N,034848W,"",2025-05-05 18:26:08.693694,2025-05-05 18:26:08.693694
465,3195,"MADRID, RETIRO",MADRID,667,402443N,034041W,08222,2025-05-05 18:26:08.694853,2025-05-05 18:26:08.694853
466,3196,"MADRID, CUATRO VIENTOS",MADRID,690,402232N,034710W,08223,2025-05-05 18:26:08.696168,2025-05-05 18:26:08.696168
467,3200,GETAFE,MADRID,620,401758N,034320W,08224,2025-05-05 18:26:08.697468,2025-05-05 18:26:08.697468
468,3209Y,BRIHUEGA,GUADALAJARA,835,404555N,025227W,"",2025-05-05 18:26:08.698573,2025-05-05 18:26:08.698573
469,3229Y,TIELMES,MADRID,594,401450N,031842W,"",2025-05-05 18:26:08.699920,2025-05-05 18:26:08.699920
470,3245Y,TEMBLEQUE,TOLEDO,635,394146N,033021W,"",2025-05-05 18:26:08.700884,2025-05-05 18:26:08.700884
471,3254Y,MORA ,TOLEDO,717,394113N,034650W,"",2025-05-05 18:26:08.701845,2025-05-05 18:26:08.701845
472,3259,"TOLEDO, LORENZANA",TOLEDO,540,395134N,040132W,"",2025-05-05 18:26:08.702785,2025-05-05 18:26:08.702785
473,3260B,TOLEDO,TOLEDO,513,395305N,040243W,08272,2025-05-05 18:26:08.703724,2025-05-05 18:26:08.703724
474,3266A,PUERTO ALTO DEL LEN,MADRID,1532,404223N,040831W,08217,2025-05-05 18:26:08.704832,2025-05-05 18:26:08.704832
475,3268C,ALPEDRETE,MADRID,924,403935N,040103W,"",2025-05-05 18:26:08.705892,2025-05-05 18:26:08.705892
476,3298X,SAN PABLO DE LOS MONTES,TOLEDO,917,393249N,042102W,08270,2025-05-05 18:26:08.706830,2025-05-05 18:26:08.706830
477,3305Y,NAVAHERMOSA,TOLEDO,750,393750N,042837W,"",2025-05-05 18:26:08.707834,2025-05-05 18:26:08.707834
478,3319D,PUERTO DEL PICO,AVILA,1285,402023N,050046W,"",2025-05-05 18:26:08.708723,2025-05-05 18:26:08.708723
479,3330Y,ROZAS DE PUERTO REAL,MADRID,890,401847N,042914W,"",2025-05-05 18:26:08.709655,2025-05-05 18:26:08.709655
480,3337U,CEBREROS,AVILA,850,402803N,042721W,"",2025-05-05 18:26:08.710616,2025-05-05 18:26:08.710616
481,3338,ROBLEDO DE CHAVELA,MADRID,763,402540N,041460W,08212,2025-05-05 18:26:08.711728,2025-05-05 18:26:08.711728
482,3343Y,VALDEMORILLO,MADRID,884,402948N,040340W,"",2025-05-05 18:26:08.712977,2025-05-05 18:26:08.712977
483,3362Y,CASTILLO DE BAYUELA,TOLEDO,560,400630N,044050W,"",2025-05-05 18:26:08.714446,2025-05-05 18:26:08.714446
484,3365A,TALAVERA DE LA REINA,TOLEDO,372,395731N,045149W,08274,2025-05-05 18:26:08.715758,2025-05-05 18:26:08.715758
485,3386A,NAVALVILLAR DE IBOR,CACERES,923,393530N,052330W,"",2025-05-05 18:26:08.716952,2025-05-05 18:26:08.716952
486,3391,SOTILLO DE LA ADRADA,AVILA,630,401719N,043527W,08208,2025-05-05 18:26:08.718183,2025-05-05 18:26:08.718183
487,3422D,CANDELEDA,AVILA,350,400821N,051841W,"",2025-05-05 18:26:08.719315,2025-05-05 18:26:08.719315
488,3423I,MADRIGAL DE LA VERA,CACERES,464,400914N,052224W,"",2025-05-05 18:26:08.720338,2025-05-05 18:26:08.720338
489,3427Y,OROPESA,TOLEDO,345,395936N,050652W,"",2025-05-05 18:26:08.722214,2025-05-05 18:26:08.722214
490,3434X,NAVALMORAL DE LA MATA,CACERES,269,395645N,053457W,08254,2025-05-05 18:26:08.723326,2025-05-05 18:26:08.723326
491,3436D,GARGANTA LA OLLA,CACERES,690,400640N,054705W,"",2025-05-05 18:26:08.724332,2025-05-05 18:26:08.724332
492,3448X,SERRADILLA,CACERES,406,394915N,060739W,"",2025-05-05 18:26:08.725392,2025-05-05 18:26:08.725392
493,3455X,JARAICEJO,CACERES,559,394012N,054830W,"",2025-05-05 18:26:08.726362,2025-05-05 18:26:08.726362
494,3463X,TRUJILLO,CACERES,503,392857N,055115W,08263,2025-05-05 18:26:08.727478,2025-05-05 18:26:08.727478
495,3463Y,TRUJILLO,CACERES,523,392751N,055227W,08263,2025-05-05 18:26:08.728701,2025-05-05 18:26:08.728701
496,3469,"CCERES, CIUDAD",CACERES,459,392833N,062235W,"",2025-05-05 18:26:08.731071,2025-05-05 18:26:08.731071
497,3469A,CCERES,CACERES,394,392817N,062020W,08261,2025-05-05 18:26:08.732255,2025-05-05 18:26:08.732255
498,3475X,CAAVERAL,CACERES,373,394726N,062235W,"",2025-05-05 18:26:08.733414,2025-05-05 18:26:08.733414
499,3494U,NUOMORAL,CACERES,470,402429N,061423W,"",2025-05-05 18:26:08.734507,2025-05-05 18:26:08.734507
500,3503,GUIJO DE GRANADILLA,CACERES,393,401122N,061003W,"",2025-05-05 18:26:08.735545,2025-05-05 18:26:08.735545
501,3504X,HERVS,CACERES,724,401554N,055140W,"",2025-05-05 18:26:08.736542,2025-05-05 18:26:08.736542
502,3512X,MONTEHERMOSO,CACERES,351,400451N,062020W,"",2025-05-05 18:26:08.737456,2025-05-05 18:26:08.737456
503,3514B,TORNAVACAS,CACERES,991,401531N,054042W,"",2025-05-05 18:26:08.738979,2025-05-05 18:26:08.738979
504,3516X,PIORNAL,CACERES,1260,400715N,054957W,"",2025-05-05 18:26:08.740146,2025-05-05 18:26:08.740146
505,3519X,PLASENCIA,CACERES,415,400235N,060509W,08252,2025-05-05 18:26:08.741240,2025-05-05 18:26:08.741240
506,3526X,CORIA,CACERES,313,400013N,063327W,08251,2025-05-05 18:26:08.742139,2025-05-05 18:26:08.742139
507,3531X,TORRECILLA DE LOS ANGELES,CACERES,459,401518N,062442W,"",2025-05-05 18:26:08.743016,2025-05-05 18:26:08.743016
508,3536X,HOYOS,CACERES,560,401029N,064328W,"",2025-05-05 18:26:08.743986,2025-05-05 18:26:08.743986
509,3540X,ZARZA LA MAYOR,CACERES,336,395217N,065136W,"",2025-05-05 18:26:08.744924,2025-05-05 18:26:08.744924
510,3547X,VALVERDE DEL FRESNO,CACERES,450,401226N,065346W,"",2025-05-05 18:26:08.746122,2025-05-05 18:26:08.746122
511,3562X,ALISEDA,CACERES,321,392539N,064411W,"",2025-05-05 18:26:08.747465,2025-05-05 18:26:08.747465
512,3565X,BROZAS,CACERES,425,393705N,064442W,"",2025-05-05 18:26:08.748486,2025-05-05 18:26:08.748486
513,3576X,VALENCIA DE ALCNTARA,CACERES,444,392453N,071352W,08260,2025-05-05 18:26:08.749508,2025-05-05 18:26:08.749508
514,4007Y,OSSA DE MONTIEL,ALBACETE,905,385757N,024442W,"",2025-05-05 18:26:08.750463,2025-05-05 18:26:08.750463
515,4051Y,ALCZAR DEL REY,CUENCA,875,400340N,024825W,"",2025-05-05 18:26:08.751416,2025-05-05 18:26:08.751416
516,4061X,QUINTANAR DE LA ORDEN,TOLEDO,692,393550N,030254W,08275,2025-05-05 18:26:08.752388,2025-05-05 18:26:08.752388
517,4064Y,ALCAZAR DE SAN JUAN,CIUDAD REAL,640,392327N,031257W,"",2025-05-05 18:26:08.753364,2025-05-05 18:26:08.753364
518,4067,MADRIDEJOS,TOLEDO,690,392931N,033142W,08273,2025-05-05 18:26:08.754407,2025-05-05 18:26:08.754407
519,4070Y,ABIA DE OBISPALIA,CUENCA,1020,400108N,022343W,"",2025-05-05 18:26:08.755615,2025-05-05 18:26:08.755615
520,4075Y,VILLARES DEL SAZ,CUENCA,870,395025N,023012W,"",2025-05-05 18:26:08.756612,2025-05-05 18:26:08.756612
521,4089A,ALBERCA DE ZANCARA,CUENCA,858,393101N,022945W,"",2025-05-05 18:26:08.757568,2025-05-05 18:26:08.757568
522,4090Y,SAN CLEMENTE,CUENCA,728,392500N,022514W,08256,2025-05-05 18:26:08.758465,2025-05-05 18:26:08.758465
523,4091Y,VILLARROBLEDO,ALBACETE,718,391543N,023533W,"",2025-05-05 18:26:08.759422,2025-05-05 18:26:08.759422
524,4093Y,OSA DE LA VEGA ,CUENCA,763,393922N,024536W,"",2025-05-05 18:26:08.760467,2025-05-05 18:26:08.760467
525,4095Y,BELMONTE,CUENCA,745,393319N,024220W,"",2025-05-05 18:26:08.761433,2025-05-05 18:26:08.761433
526,4096Y,MUNERA,ALBACETE,918,390060N,022920W,"",2025-05-05 18:26:08.762505,2025-05-05 18:26:08.762505
527,4103X,TOMELLOSO,CIUDAD REAL,662,391009N,030027W,08276,2025-05-05 18:26:08.763767,2025-05-05 18:26:08.763767
528,4116I,ALMAGRO / FAMET,CIUDAD REAL,626,385703N,034431W,08349,2025-05-05 18:26:08.764835,2025-05-05 18:26:08.764835
529,4121,CIUDAD REAL,CIUDAD REAL,626,385921N,035513W,08348,2025-05-05 18:26:08.766008,2025-05-05 18:26:08.766008
530,4121C,"CIUDAD REAL, INSTITUTO",CIUDAD REAL,627,385916N,035545W,"",2025-05-05 18:26:08.767211,2025-05-05 18:26:08.767211
531,4138Y,VILLANUEVA DE LOS INFANTES,CIUDAD REAL,900,384415N,030016W,"",2025-05-05 18:26:08.768243,2025-05-05 18:26:08.768243
532,4147X,VALDEPEAS,CIUDAD REAL,700,384502N,032329W,08351,2025-05-05 18:26:08.769249,2025-05-05 18:26:08.769249
533,4148,VISO DEL MARQUS,CIUDAD REAL,804,383105N,033400W,08345,2025-05-05 18:26:08.770414,2025-05-05 18:26:08.770414
534,4193Y,EL ROBLEDO,CIUDAD REAL,587,391301N,041658W,"",2025-05-05 18:26:08.771511,2025-05-05 18:26:08.771511
535,4195E,"ALCORNOQUERA, PARQUE NACIONAL CABAEROS",CIUDAD REAL,651,391915N,042342W,"",2025-05-05 18:26:08.772655,2025-05-05 18:26:08.772655
536,4210Y,ABENJAR,CIUDAD REAL,718,385353N,041731W,"",2025-05-05 18:26:08.773648,2025-05-05 18:26:08.773648
537,4220X,PUEBLA DE DON RODRIGO,CIUDAD REAL,531,390501N,043719W,08271,2025-05-05 18:26:08.774679,2025-05-05 18:26:08.774679
538,4236Y,PUERTO REY ,CACERES,689,392702N,050135W,"",2025-05-05 18:26:08.775659,2025-05-05 18:26:08.775659
539,4244X,HERRERA DEL DUQUE,BADAJOZ,447,391010N,050344W,08264,2025-05-05 18:26:08.776624,2025-05-05 18:26:08.776624
540,4245X,GUADALUPE,CACERES,660,392719N,051960W,"",2025-05-05 18:26:08.777589,2025-05-05 18:26:08.777589
541,4260,PERALEDA DEL ZAUCEJO,BADAJOZ,542,382847N,053439W,"",2025-05-05 18:26:08.778677,2025-05-05 18:26:08.778677
542,4263X,VALSEQUILLO,CORDOBA,575,382434N,052102W,"",2025-05-05 18:26:08.779898,2025-05-05 18:26:08.779898
543,4267X,HINOJOSA DEL DUQUE,CORDOBA,551,382954N,050717W,08335,2025-05-05 18:26:08.781058,2025-05-05 18:26:08.781058
544,4300Y,ALMADN,CIUDAD REAL,535,384631N,045043W,"",2025-05-05 18:26:08.782157,2025-05-05 18:26:08.782157
545,4325Y,CASTUERA,BADAJOZ,459,384431N,053145W,"",2025-05-05 18:26:08.783211,2025-05-05 18:26:08.783211
546,4339X,CAAMERO,CACERES,590,391851N,052208W,"",2025-05-05 18:26:08.784181,2025-05-05 18:26:08.784181
547,4340,NAVALVILLAR DE PELA,BADAJOZ,313,390612N,052741W,"",2025-05-05 18:26:08.785137,2025-05-05 18:26:08.785137
548,4347X,ZORITA,CACERES,413,391658N,054237W,"",2025-05-05 18:26:08.786162,2025-05-05 18:26:08.786162
549,4358X,DON BENITO,BADAJOZ,274,385720N,055250W,08333,2025-05-05 18:26:08.787245,2025-05-05 18:26:08.787245
550,4362X,RETAMAL DE LLERENA,BADAJOZ,474,383435N,055045W,"",2025-05-05 18:26:08.788289,2025-05-05 18:26:08.788289
551,4386B,LLERENA,BADAJOZ,655,381354N,060101W,08336,2025-05-05 18:26:08.789485,2025-05-05 18:26:08.789485
552,4395X,VILLAFRANCA DE LOS BARROS,BADAJOZ,430,383306N,061824W,"",2025-05-05 18:26:08.790694,2025-05-05 18:26:08.790694
553,4410X,MRIDA,BADAJOZ,228,385457N,062308W,08331,2025-05-05 18:26:08.791722,2025-05-05 18:26:08.791722
554,4411C,ALCUESCAR,CACERES,467,391151N,061352W,"",2025-05-05 18:26:08.792791,2025-05-05 18:26:08.792791
555,4427X,ZAFRA,BADAJOZ,433,382533N,062612W,"",2025-05-05 18:26:08.793792,2025-05-05 18:26:08.793792
556,4436Y,ALMENDRALEJO,BADAJOZ,371,384120N,062140W,"",2025-05-05 18:26:08.794812,2025-05-05 18:26:08.794812
557,4452,BADAJOZ AEROPUERTO,BADAJOZ,186,385300N,064850W,08330,2025-05-05 18:26:08.795909,2025-05-05 18:26:08.795909
558,4464X,ALBURQUERQUE,BADAJOZ,283,391055N,065943W,"",2025-05-05 18:26:08.796937,2025-05-05 18:26:08.796937
559,4468X,PUEBLA DE OBANDO,BADAJOZ,392,391036N,063603W,"",2025-05-05 18:26:08.797921,2025-05-05 18:26:08.797921
560,4478X,BADAJOZ,BADAJOZ,174,385310N,070034W,08329,2025-05-05 18:26:08.798928,2025-05-05 18:26:08.798928
561,4486X,OLIVENZA,BADAJOZ,275,384151N,070504W,"",2025-05-05 18:26:08.799937,2025-05-05 18:26:08.799937
562,4489X,ALCONCHEL,BADAJOZ,170,382905N,071655W,"",2025-05-05 18:26:08.800922,2025-05-05 18:26:08.800922
563,4492F,BARCARROTA,BADAJOZ,377,382822N,065524W,"",2025-05-05 18:26:08.801876,2025-05-05 18:26:08.801876
564,4497X,VILLANUEVA DEL FRESNO,BADAJOZ,247,382220N,070929W,"",2025-05-05 18:26:08.802866,2025-05-05 18:26:08.802866
565,4499X,MONESTERIO,BADAJOZ,771,380453N,061619W,"",2025-05-05 18:26:08.803837,2025-05-05 18:26:08.803837
566,4501X,FUENTE DE CANTOS,BADAJOZ,602,381231N,061841W,"",2025-05-05 18:26:08.804973,2025-05-05 18:26:08.804973
567,4511C,JEREZ DE LOS CABALLEROS,BADAJOZ,381,381755N,064554W,08337,2025-05-05 18:26:08.806230,2025-05-05 18:26:08.806230
568,4520X,FREGENAL DE LA SIERRA,BADAJOZ,586,381042N,063942W,"",2025-05-05 18:26:08.807214,2025-05-05 18:26:08.807214
569,4527X,AROCHE,HUELVA,267,375849N,065833W,"",2025-05-05 18:26:08.808229,2025-05-05 18:26:08.808229
570,4541X,EL GRANADO,HUELVA,60,373313N,073112W,"",2025-05-05 18:26:08.809285,2025-05-05 18:26:08.809285
571,4549Y,AYAMONTE,HUELVA,3,371141N,072342W,08381,2025-05-05 18:26:08.810270,2025-05-05 18:26:08.810270
572,4554X,CARTAYA,HUELVA,15,371306N,070501W,"",2025-05-05 18:26:08.811336,2025-05-05 18:26:08.811336
573,4560Y,ALAJAR,HUELVA,572,375207N,064030W,08380,2025-05-05 18:26:08.812568,2025-05-05 18:26:08.812568
574,4575X,VALVERDE DEL CAMINO,HUELVA,280,373431N,064604W,"",2025-05-05 18:26:08.814348,2025-05-05 18:26:08.814348
575,4584X,EL CERRO DE ANDVALO,HUELVA,270,374354N,065632W,"",2025-05-05 18:26:08.815501,2025-05-05 18:26:08.815501
576,4589X,"ALOSNO, THARSIS",HUELVA,276,373552N,070710W,"",2025-05-05 18:26:08.816502,2025-05-05 18:26:08.816502
577,4605,HUELVA,HUELVA,17,371524N,065659W,"",2025-05-05 18:26:08.817609,2025-05-05 18:26:08.817609
578,4608X,EL CAMPILLO,HUELVA,415,374038N,063748W,"",2025-05-05 18:26:08.818634,2025-05-05 18:26:08.818634
579,4622X,VILLARRASA,HUELVA,145,372703N,063812W,"",2025-05-05 18:26:08.819637,2025-05-05 18:26:08.819637
580,4642E,"HUELVA, RONDA ESTE",HUELVA,18,371642N,065442W,08383,2025-05-05 18:26:08.820626,2025-05-05 18:26:08.820626
581,5000A,"CEUTA, MONTE HACHO",CEUTA,200,355344N,051732W,"",2025-05-05 18:26:08.826398,2025-05-05 18:26:08.826398
582,5000C,CEUTA,CEUTA,87,355319N,052049W,60320,2025-05-05 18:26:08.828023,2025-05-05 18:26:08.828023
583,5038X,CAZORLA,JAEN,782,375457N,030014W,08353,2025-05-05 18:26:08.829188,2025-05-05 18:26:08.829188
584,5038Y,CAZORLA,JAEN,799,375457N,030014W,"",2025-05-05 18:26:08.830541,2025-05-05 18:26:08.830541
585,5047E,BAZA,GRANADA,785,373021N,024406W,08424,2025-05-05 18:26:08.831659,2025-05-05 18:26:08.831659
586,5051X,HUSCAR,GRANADA,1100,375141N,023910W,08423,2025-05-05 18:26:08.832752,2025-05-05 18:26:08.832752
587,5060X,VLEZ BLANCO - TOPARES,ALMERIA,1190,375139N,021341W,"",2025-05-05 18:26:08.834284,2025-05-05 18:26:08.834284
588,5103E,"CAMARATE 2, PARQUE NACIONAL SIERRA NEVADA",GRANADA,2152,370930N,031525W,"",2025-05-05 18:26:08.835754,2025-05-05 18:26:08.835754
589,5103F,"CAMARATE, PARQUE NACIONAL SIERRA NEVADA",GRANADA,1534,371128N,031514W,"",2025-05-05 18:26:08.836822,2025-05-05 18:26:08.836822
590,5107D,DLAR,GRANADA,1197,371048N,025911W,"",2025-05-05 18:26:08.837978,2025-05-05 18:26:08.837978
591,5164B,BAEZA,JAEN,771,375948N,032743W,"",2025-05-05 18:26:08.839290,2025-05-05 18:26:08.839290
592,5165X,TORRES,JAEN,910,374651N,033349W,"",2025-05-05 18:26:08.840320,2025-05-05 18:26:08.840320
593,5181D,ARROYO DEL OJANCO,JAEN,580,381853N,025323W,08352,2025-05-05 18:26:08.841309,2025-05-05 18:26:08.841309
594,5192,VILLARRODRIGO,JAEN,862,382921N,023815W,08354,2025-05-05 18:26:08.842603,2025-05-05 18:26:08.842603
595,5210X,VILLANUEVA DEL ARZOBISPO,JAEN,680,381030N,025953W,"",2025-05-05 18:26:08.843630,2025-05-05 18:26:08.843630
596,5246,SANTA ELENA,JAEN,770,382040N,033207W,08350,2025-05-05 18:26:08.844677,2025-05-05 18:26:08.844677
597,5270,"JAN, INSTITUTO",JAEN,510,374635N,034720W,"",2025-05-05 18:26:08.845724,2025-05-05 18:26:08.845724
598,5270B,JAN,JAEN,580,374639N,034833W,08417,2025-05-05 18:26:08.847015,2025-05-05 18:26:08.847015
599,5279X,LINARES,JAEN,515,380904N,033746W,"",2025-05-05 18:26:08.848039,2025-05-05 18:26:08.848039
600,5281X,BAILN,JAEN,345,380535N,034657W,"",2025-05-05 18:26:08.849506,2025-05-05 18:26:08.849506
601,5298X,ANDJAR,JAEN,202,380123N,040348W,08347,2025-05-05 18:26:08.850529,2025-05-05 18:26:08.850529
602,5304Y,PUERTOLLANO,CIUDAD REAL,665,384008N,040333W,"",2025-05-05 18:26:08.851458,2025-05-05 18:26:08.851458
603,5341C,FUENCALIENTE,CIUDAD REAL,710,382544N,041806W,"",2025-05-05 18:26:08.852455,2025-05-05 18:26:08.852455
604,5346X,CARDEA,CORDOBA,720,381112N,041621W,"",2025-05-05 18:26:08.853470,2025-05-05 18:26:08.853470
605,5361X,MONTORO,CORDOBA,155,380048N,041949W,"",2025-05-05 18:26:08.854490,2025-05-05 18:26:08.854490
606,5390Y,VILLANUEVA DE CRDOBA,CORDOBA,750,381959N,043632W,08346,2025-05-05 18:26:08.855825,2025-05-05 18:26:08.855825
607,5394X,"CRDOBA, EMBALSE DE GUADANUO",CORDOBA,525,380115N,044748W,"",2025-05-05 18:26:08.857078,2025-05-05 18:26:08.857078
608,5402,CRDOBA AEROPUERTO,CORDOBA,90,375056N,045048W,08410,2025-05-05 18:26:08.858286,2025-05-05 18:26:08.858286
609,5406X,ALCAL LA REAL,JAEN,908,372951N,035429W,"",2025-05-05 18:26:08.859298,2025-05-05 18:26:08.859298
610,5412X,PRIEGO DE CRDOBA,CORDOBA,550,372905N,041228W,"",2025-05-05 18:26:08.860262,2025-05-05 18:26:08.860262
611,5427X,DOA MENCA,CORDOBA,650,373322N,042114W,08412,2025-05-05 18:26:08.861254,2025-05-05 18:26:08.861254
612,5429X,"CRDOBA, PRGDENA",CORDOBA,275,374837N,042744W,"",2025-05-05 18:26:08.862529,2025-05-05 18:26:08.862529
613,5459X,ESPIEL,CORDOBA,465,380640N,045543W,"",2025-05-05 18:26:08.863575,2025-05-05 18:26:08.863575
614,5470,FUENTE PALMERA,CORDOBA,120,374511N,050602W,"",2025-05-05 18:26:08.864562,2025-05-05 18:26:08.864562
615,5473X,AZUAGA,BADAJOZ,581,381604N,054110W,"",2025-05-05 18:26:08.865531,2025-05-05 18:26:08.865531
616,5511,"PRADOLLANO, PARQUE NACIONAL SIERRA NEVADA",GRANADA,3092,370352N,032217W,"",2025-05-05 18:26:08.866475,2025-05-05 18:26:08.866475
617,5514,GRANADA BASE AREA,GRANADA,687,370814N,033753W,08420,2025-05-05 18:26:08.867571,2025-05-05 18:26:08.867571
618,5514Z,GRANADA BASE AREA,GRANADA,695,370810N,033800W,08420,2025-05-05 18:26:08.868545,2025-05-05 18:26:08.868545
619,5515D,VZNAR,GRANADA,1258,371413N,033302W,08421,2025-05-05 18:26:08.869664,2025-05-05 18:26:08.869664
620,5515X,GRANADA-CARTUJA,GRANADA,775,371123N,033544W,"",2025-05-05 18:26:08.870923,2025-05-05 18:26:08.870923
621,5516D,SIERRA NEVADA 'RADIOTELESCOPIO',GRANADA,2856,370347N,032313W,08980,2025-05-05 18:26:08.871946,2025-05-05 18:26:08.871946
622,5530E,GRANADA AEROPUERTO,GRANADA,560,371125N,034723W,08419,2025-05-05 18:26:08.872913,2025-05-05 18:26:08.872913
623,5582A,LOJA,GRANADA,760,370940N,040910W,08414,2025-05-05 18:26:08.874126,2025-05-05 18:26:08.874126
